,price,rating,name,online_order,table_booking,type,cuisines
298,250.0,3.8,Amchoor,Yes,No,Quick Bites,"North Indian, Beverages"
299,250.0,4.0,Amdo's Corner Tibetan Foods,No,No,Quick Bites,"Tibetan, Momos"
300,450.0,2.4,American Bites,Yes,No,Quick Bites,"Fast Food, Burger, Pizza"
301,500.0,3.6,American Desserts,Yes,No,"Takeaway, Delivery","Desserts, Bakery"
302,400.0,3.8,Amexicano,No,No,Food Truck,"American, Mexican"
303,400.0,3.7,Amigos Kitchen,Yes,No,Quick Bites,"Chinese, North Indian, Mexican, Fast Food"
304,300.0,2.8,Amjad Bhai's Star Hotel - Home Food Only,No,No,Quick Bites,"North Indian, South Indian"
305,300.0,3.5,Ammachide Addukala,No,No,Quick Bites,Kerala
306,300.0,2.8,Amma's Biryani & Rice,Yes,No,Quick Bites,"Biryani, Fast Food"
307,300.0,3.2,Amma's Cafe,No,No,Quick Bites,Fast Food
308,400.0,3.9,Amma's Pastries,No,No,Bakery,Bakery
309,400.0,,Amma's Special,No,No,Quick Bites,South Indian
310,400.0,,Ammayi Thakkaram,No,No,Quick Bites,"Kerala, South Indian"
311,500.0,2.7,Ammi's Biryani,Yes,No,Casual Dining,"Biryani, North Indian"
312,300.0,3.4,Ammus Hot N Cool,Yes,No,Quick Bites,"North Indian, Chinese"
313,2000.0,3.7,Amnesia - The Poolside Bar,No,No,"Casual Dining, Bar","North Indian, Chinese, Continental"
314,1000.0,3.9,Amoeba Sports Bar,Yes,Yes,"Lounge, Bar","Continental, Chinese"
315,650.0,3.9,Amontron,Yes,No,Casual Dining,Bengali
316,500.0,4.0,Amour Fine Patisserie,Yes,Yes,"Cafe, Dessert Parlor","Cafe, Desserts, Continental"
317,400.0,3.1,Amravathi Restaurants & Caterers,No,No,Quick Bites,"North Indian, Chinese"
318,600.0,3.4,Amrit,No,No,Food Court,"North Indian, Seafood"
319,400.0,3.2,Amrita Nadia Sweets,Yes,No,Sweet Shop,Mithai
320,100.0,4.1,Amrith Ice Cream,No,No,Dessert Parlor,Ice Cream
321,150.0,3.9,Amritsari Kulcha Bite,Yes,No,Quick Bites,North Indian
322,300.0,4.0,Amritsari Kulcha Land,Yes,No,Quick Bites,North Indian
323,300.0,3.5,Amrut,Yes,No,Quick Bites,"North Indian, Chinese, Fast Food"
324,600.0,3.8,Amruta,No,No,Casual Dining,"South Indian, North Indian, Chinese"
325,900.0,3.5,Amruth Parkland,No,No,"Bar, Casual Dining","North Indian, Chinese"
326,300.0,2.8,Amrutha Foods,No,No,Quick Bites,South Indian
327,500.0,3.2,Amrutha Grand Restaurant,Yes,No,Casual Dining,"North Indian, Biryani, Chinese"
328,300.0,3.4,Amrutha Mess,No,No,Quick Bites,Kerala
329,200.0,3.5,Amrutha Sweets,No,No,Quick Bites,"Street Food, Mithai"
330,250.0,3.3,AM's Cafe Recreate,Yes,No,"Takeaway, Delivery","Chinese, North Indian"
331,100.0,2.8,Amul Ice Cream,Yes,No,Dessert Parlor,"Desserts, Ice Cream"
332,600.0,4.0,An Egg Story,No,No,Cafe,"Cafe, Continental, American, Italian"
333,300.0,3.2,Anamika Roll Centre,No,No,Quick Bites,"North Indian, Fast Food, Rolls"
334,200.0,3.6,Anand Donne Biriyani,Yes,No,Quick Bites,Biryani
335,450.0,3.2,Anand Sagar Inn,No,No,Casual Dining,"South Indian, North Indian, Chinese"
336,400.0,4.0,Anand Sweets and Savouries,Yes,No,Quick Bites,"Mithai, Street Food"
337,,2.5,Anand Vihar,No,No,Quick Bites,"North Indian, Chinese"
338,300.0,3.1,Anda Ka Funda,Yes,No,Quick Bites,"North Indian, Chinese"
339,200.0,3.4,Anda Special-Pav Bhaji,Yes,No,Quick Bites,Fast Food
340,300.0,3.1,Andal Mess,Yes,No,Mess,"Biryani, South Indian, North Indian"
341,250.0,2.8,Ande Ka Funda,No,No,Quick Bites,"North Indian, Fast Food, Rolls"
342,350.0,3.6,Andhra Amigos,Yes,No,Casual Dining,"Andhra, North Indian, Biryani"
343,600.0,3.6,Andhra Bhojanam,No,No,Casual Dining,"North Indian, South Indian, Andhra"
344,250.0,2.8,Andhra Biriyani Palace,Yes,No,Quick Bites,"Biryani, Andhra"
345,400.0,3.1,Andhra Biryani & Curries,Yes,No,Quick Bites,"North Indian, South Indian, Chinese, Andhra, Biryani"
346,700.0,4.0,Andhra Biryanis,Yes,No,Casual Dining,"Andhra, Biryani, North Indian"
347,400.0,3.2,Andhra Box,No,No,Quick Bites,"Andhra, Biryani, Chinese"
348,400.0,3.1,Andhra Central,Yes,No,Food Court,Andhra
349,250.0,3.6,Andhra Chettinad Cuisine,No,No,Quick Bites,"Andhra, South Indian, Chettinad"
350,300.0,3.7,Andhra Express,Yes,No,"Takeaway, Delivery","Andhra, Biryani, North Indian, Beverages"
351,250.0,3.3,Andhra Food Cafe (AFC),Yes,No,Quick Bites,"Andhra, North Indian, South Indian"
352,300.0,2.8,Andhra Ghumaghumalu,Yes,No,Quick Bites,"Andhra, Biryani, North Indian"
353,800.0,3.0,Andhra Grills,No,No,Casual Dining,"Andhra, North Indian, Biryani"
354,550.0,3.8,Andhra Kafe,Yes,No,Casual Dining,"Andhra, South Indian, North Indian, Biryani"
355,400.0,3.9,Andhra Kitchen,Yes,No,Quick Bites,Andhra
356,400.0,2.8,Andhra Mess,Yes,No,Mess,"Andhra, Biryani, Chinese"
357,250.0,3.2,Andhra Paris,Yes,No,Quick Bites,Andhra
358,500.0,3.1,Andhra Ruchi's Restaurant,Yes,No,Delivery,"Andhra, North Indian, Biryani"
359,800.0,4.2,Andhra Ruchulu,Yes,Yes,Casual Dining,"Andhra, North Indian"
360,600.0,2.8,Andhra Spice,No,No,Casual Dining,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts"
361,250.0,3.4,Andhra Spice Mess,Yes,No,Quick Bites,"Andhra, Biryani, North Indian, Chinese"
362,,3.2,Andhra Spices,No,No,Quick Bites,"Andhra, Chinese, South Indian"
363,400.0,3.5,Andhra Spicy,No,No,Quick Bites,"Andhra, Biryani"
364,400.0,3.2,Andhra Spicy Food Court,Yes,No,Quick Bites,"Andhra, Biryani"
365,450.0,2.8,Andhra Spicy Inn,Yes,No,Quick Bites,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese"
366,200.0,3.2,Andhra Star Biryani,No,No,Quick Bites,Biryani
367,800.0,3.9,Andhra Vantakam,Yes,No,Casual Dining,"Andhra, Chinese, North Indian, Seafood"
368,350.0,3.3,Andhra Vantillu,No,No,Quick Bites,"South Indian, North Indian"
369,350.0,3.7,Andhra Vilaas,Yes,No,Quick Bites,"Andhra, North Indian, Biryani"
370,600.0,3.3,Andhra Vindu Multi Cuisine Restaurant,Yes,No,Casual Dining,"Andhra, South Indian, Fast Food"
371,,,,,,,
372,400.0,3.7,Angaar Biriyani,Yes,No,Quick Bites,"Biryani, Chinese, Fast Food"
373,600.0,3.9,Angaar Indian Grill & Restaurant,No,No,Casual Dining,"Arabian, Mughlai, North Indian, Chinese, Rolls"
374,200.0,3.5,Angel Mess,No,No,Quick Bites,South Indian
375,200.0,3.5,Angel Mutton Leg Soup,No,No,Quick Bites,South Indian
376,450.0,2.8,Angel Restaurant,Yes,No,Quick Bites,"Kerala, South Indian, North Indian"
377,300.0,3.5,Angel's Kitchen,No,No,Quick Bites,Kerala
378,450.0,3.7,Angiie's Cafe,Yes,No,Quick Bites,"Burger, Fast Food"
379,250.0,3.3,Anika's India Kitchen,Yes,No,Delivery,"Biryani, North Indian"
380,500.0,4.1,Aniram's,Yes,No,Delivery,"Chinese, North Indian"
381,650.0,3.9,Anjappaar,No,No,Casual Dining,"Chettinad, South Indian"
382,650.0,2.7,Anjappar,No,No,Casual Dining,"Chettinad, South Indian"
383,600.0,3.4,Anju's Cafe,No,No,Cafe,"Cafe, North Indian"
384,400.0,3.8,Anna Kuteera,No,No,Casual Dining,"South Indian, North Indian, Chinese"
385,700.0,4.0,Annabell,Yes,No,"Quick Bites, Beverage Shop","Continental, Beverages"
386,700.0,3.5,Annalakshmi,No,No,Casual Dining,"Andhra, Chettinad"
387,400.0,3.9,Annapoorani,No,No,Casual Dining,South Indian
388,450.0,3.9,Annapoorni Grand,No,No,Casual Dining,"Chinese, South Indian, North Indian"
389,400.0,3.5,Annappa's Naati Mane,No,No,Quick Bites,"South Indian, Chinese"
390,400.0,3.3,Annapurna Andhra Hotel,Yes,No,Quick Bites,"Mughlai, Chinese, North Indian"
391,500.0,3.9,Annapurna Bengali Restaurant,No,No,Casual Dining,Bengali
392,200.0,2.8,Annapurna Benne Dose,Yes,No,Quick Bites,South Indian
393,400.0,3.5,Annapurna Foods,Yes,No,Casual Dining,"North Indian, Chinese, Hyderabadi"
394,200.0,3.9,Antarastriya,Yes,No,Quick Bites,"Chinese, Fast Food, Momos"
395,1500.0,4.4,ANTIGRAVITY,No,Yes,"Pub, Casual Dining","Continental, North Indian, Chinese, BBQ"
396,300.0,3.7,Antilla Aromas,Yes,No,Dessert Parlor,"Desserts, Ice Cream"
397,450.0,3.7,Anu Momos Chinese Kitchen,Yes,No,Quick Bites,"Chinese, Thai, Momos"
398,700.0,4.1,Anupam's Coast II Coast,Yes,No,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese"
399,600.0,4.1,Anupam's Coastal Express,Yes,No,Casual Dining,"Seafood, Mangalorean, South Indian"
400,550.0,2.8,Anushka Restaurant,Yes,No,Casual Dining,"North Indian, Chinese"
401,300.0,3.5,Apna Hotel,Yes,No,Quick Bites,"North Indian, Hyderabadi"
402,450.0,3.6,Apna Punjab,Yes,No,Quick Bites,"North Indian, Chinese, Fast Food"
403,400.0,3.1,Apna Veg Dhaba,Yes,No,Casual Dining,"North Indian, Chinese"
404,750.0,3.9,Apoorva Multi Cuisine Restaurant,Yes,No,Casual Dining,"North Indian, South Indian, Chinese, Andhra, Biryani"
405,200.0,3.8,Appam & Curry,Yes,No,Quick Bites,"Kerala, South Indian"
406,200.0,3.2,Appam Centre,No,No,Quick Bites,Kerala
407,300.0,2.8,Appana Restaurant,Yes,No,Quick Bites,North Indian
408,500.0,3.6,Appetite Workstation,Yes,No,Quick Bites,"North Indian, Chinese, Biryani"
409,300.0,3.3,Apple Cafe,No,No,Quick Bites,"Beverages, Fast Food"
410,200.0,3.2,Apsara Ice Cream,No,No,Dessert Parlor,"Ice Cream, Desserts"
411,650.0,3.6,AQNI,Yes,No,Casual Dining,"North Indian, Mughlai, Biryani, Rolls"
412,3000.0,4.0,Aqua - The Park Bangalore,No,Yes,"Lounge, Bar","North Indian, Mediterranean, Chinese"
413,300.0,3.4,Arabian Bites,Yes,No,Quick Bites,"North Indian, Chinese"
414,500.0,3.7,Arabian Mataam,No,No,Quick Bites,"Biryani, Arabian"
415,400.0,3.3,Arabian Mexico,Yes,No,Quick Bites,"Fast Food, Arabian"
416,150.0,3.7,Arabian Shawarma,Yes,No,Kiosk,Arabian
417,250.0,3.5,Arafa Juice Center,No,No,Quick Bites,"Juices, Desserts, Fast Food"
418,450.0,3.3,Aramane Brundavan,Yes,No,Casual Dining,"Chinese, North Indian, South Indian, Fast Food"
419,300.0,3.9,Aramane Donne Biriyani,Yes,No,Quick Bites,"Biryani, Fast Food"
420,300.0,2.8,Aramane Donne Biryani,Yes,No,Quick Bites,"Biryani, Fast Food"
421,300.0,3.9,Aramane Donne Briyani,Yes,No,Quick Bites,"Biryani, Fast Food"
422,800.0,2.9,Aramane Restaurant,Yes,Yes,Casual Dining,"North Indian, South Indian, Seafood, Biryani, Chinese"
423,2000.0,4.5,Arbor Brewing Company,No,Yes,"Pub, Microbrewery","American, Continental, Salad"
424,400.0,3.7,Archana's First Crush,Yes,No,Bakery,"Bakery, Desserts"
425,2000.0,4.1,Arena - Artisanal Brewkitchen,No,Yes,"Pub, Casual Dining","Sushi, Continental, Pizza, Italian, Asian"
426,250.0,3.3,Arina's,No,No,Quick Bites,"Fast Food, Chinese"
427,1400.0,4.0,Arirang Korean Restaurant,No,Yes,Casual Dining,Korean
428,250.0,3.5,Armaani Caffe,Yes,No,Quick Bites,Fast Food
429,100.0,3.4,Arogya,No,No,Quick Bites,"South Indian, North Indian, Chinese"
430,200.0,3.8,Arogya Thaana,Yes,No,Beverage Shop,"Beverages, Sandwich"
431,900.0,4.0,Aroma Fine Dine,Yes,Yes,Casual Dining,"North Indian, Mughlai, Chinese, South Indian"
432,400.0,3.9,Aroma Of Asia,No,No,Quick Bites,"Chinese, Momos"
433,800.0,3.7,Aroma Spice,Yes,Yes,Casual Dining,"Andhra, Chinese, North Indian, Seafood"
434,800.0,4.2,Aroma's Hyderabad House,Yes,No,Casual Dining,"Mughlai, Biryani, North Indian"
435,1000.0,3.7,Aromas Of South,No,No,Casual Dining,South Indian
436,350.0,3.6,Around The Corner,No,No,Quick Bites,"North Indian, Chinese, Fast Food"
437,1000.0,3.5,Art Cafe,No,No,Cafe,Cafe
438,250.0,3.4,Art of Biryani & Curries,Yes,No,Delivery,Biryani
439,400.0,4.3,Art of Delight,No,No,Dessert Parlor,"Ice Cream, Desserts, Beverages"
440,200.0,2.8,Art Of Flavours,No,No,Quick Bites,Fast Food
441,300.0,2.8,Artinci Artisanal Ice Cream,Yes,No,Dessert Parlor,"Desserts, Ice Cream"
442,700.0,3.8,Artville Cafe,No,No,Cafe,Cafe
443,150.0,3.4,Arun Ice Cream,No,No,Dessert Parlor,"Ice Cream, Desserts"
444,150.0,3.1,Arun Icecreams,No,No,Dessert Parlor,"Ice Cream, Desserts"
445,350.0,3.7,Arusuvai D' Kitchen,Yes,No,Quick Bites,"South Indian, Biryani, Chettinad, Juices"
446,300.0,3.2,Arya Bhavan Sweets,No,No,Sweet Shop,"Mithai, Street Food, North Indian"
447,450.0,4.3,Arya Hungry?,Yes,No,Quick Bites,North Indian
448,100.0,,Arya Vysya Refreshment,No,No,Quick Bites,South Indian
449,500.0,3.1,Aryan's Kitchen,Yes,No,Quick Bites,"North Indian, Fast Food"
450,300.0,2.8,Arzak,No,No,"Takeaway, Delivery","Arabian, Middle Eastern, Rolls, Seafood, BBQ"
451,400.0,3.4,As On Fire,Yes,No,Food Truck,"Pizza, Fast Food, BBQ"
452,750.0,4.0,Asaivam Restaurant,Yes,No,Casual Dining,"Chettinad, South Indian"
453,300.0,3.3,Ascharya Hotel,Yes,No,Quick Bites,"Mangalorean, South Indian"
454,1800.0,4.4,ASEAN - On The Edge,Yes,Yes,Casual Dining,"Asian, Thai"
455,300.0,2.8,Asgardian Moreover Chai,No,No,Quick Bites,"Fast Food, Rolls, Juices"
456,700.0,4.0,Asha Food Camp,No,Yes,Casual Dining,"Desserts, North Indian, Chinese"
457,200.0,4.1,Asha Sweets Center,Yes,No,"Sweet Shop, Quick Bites","Mithai, Street Food"
458,250.0,3.6,Asha Sweets Centre,Yes,No,Dessert Parlor,Fast Food
459,150.0,4.3,Asha Tiffins,Yes,No,Quick Bites,South Indian
460,150.0,3.5,Asharfilal,Yes,No,Dessert Parlor,Desserts
461,400.0,4.0,Ashirvaad Grand,Yes,No,Quick Bites,"Chinese, North Indian, South Indian"
462,300.0,3.2,Ashirvad Resturant,No,No,Quick Bites,"North Indian, Chinese"
463,300.0,3.4,Ashirvad Veg,No,No,Quick Bites,South Indian
464,2000.0,4.1,Asia Alive - DoubleTree Suites By Hilton,No,Yes,Fine Dining,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian"
465,550.0,2.9,Asia In A Box,Yes,No,Casual Dining,"Thai, Vietnamese, Indonesian, Asian"
466,1500.0,4.9,Asia Kitchen By Mainland China,Yes,Yes,"Casual Dining, Bar","Asian, Chinese, Thai, Momos"
467,300.0,3.3,ASIA SEVEN,Yes,No,Food Court,Chinese
468,200.0,3.6,Assi Tussi Lassi,Yes,No,Beverage Shop,"Beverages, Fast Food, Ice Cream"
469,200.0,2.8,At North Parontha Hut,No,No,Quick Bites,North Indian
470,650.0,2.8,Athithi,No,No,Casual Dining,"Andhra, Biryani, Chinese, North Indian"
471,700.0,3.0,Athithi Grand Restaurant,Yes,No,Casual Dining,"Andhra, North Indian, Chinese"
472,750.0,3.7,Atithi,No,No,Casual Dining,North Indian
473,200.0,3.2,Atithi Aharadhama,No,No,Quick Bites,South Indian
474,300.0,3.9,Atithi Aramane Veg,Yes,No,Quick Bites,"South Indian, North Indian, Chinese"
475,200.0,3.3,Atithi Biryani Corner,Yes,No,Quick Bites,"Biryani, South Indian"
476,500.0,3.6,Atithi Family Bar & Restaurant,Yes,No,"Casual Dining, Bar","North Indian, South Indian, Andhra"
477,300.0,2.8,Atithi Grand Veg Hotel,No,No,Quick Bites,South Indian
478,150.0,3.1,Atithi Point Ande Ka Funda,No,No,Quick Bites,North Indian
479,200.0,3.9,Atithi Sambrama,Yes,No,Quick Bites,"South Indian, North Indian, Chinese"
480,150.0,3.2,Atithi Satkaar,No,No,Quick Bites,South Indian
481,400.0,3.7,Atithi Satkar,No,No,Casual Dining,"South Indian, North Indian, Fast Food, Chinese"
482,1800.0,3.5,Atomic Lab,No,No,"Casual Dining, Bar","Asian, North Indian, Continental"
483,200.0,4.1,Atta Galata,No,No,Quick Bites,"Bakery, Fast Food"
484,400.0,2.8,Atte Maneya Oota,No,No,Quick Bites,South Indian
485,700.0,4.0,Attic Lounge,Yes,Yes,Cafe,Cafe
486,250.0,4.0,Atty's Bakery,Yes,No,Bakery,Bakery
487,400.0,3.2,Aubree,Yes,No,"Cafe, Bakery","Cafe, Bakery"
488,300.0,2.8,Aubree Le Chocolatier,Yes,No,Dessert Parlor,Desserts
489,500.0,4.0,Auntie Anne's,No,No,Dessert Parlor,Desserts
490,600.0,4.2,Auntie Fung's,Yes,No,Casual Dining,"Asian, Chinese"
491,1200.0,3.6,Aura - Radha Regent,No,Yes,Bar,"Continental, American, South Indian, Italian, North Indian, Chinese"
492,300.0,2.8,Authentic Aandhra,Yes,No,Delivery,"Andhra, North Indian"
493,300.0,3.3,AutoExpress - Hot Dogs,Yes,No,Quick Bites,Fast Food
494,1100.0,3.4,Avanti Indian Barbeque & Grill,No,No,Casual Dining,North Indian
495,650.0,4.5,Avista Cafe Pizzeria,Yes,Yes,Cafe,"Cafe, Italian"
496,700.0,3.7,Avon Bar & Kitchen,No,No,Casual Dining,"Andhra, Chinese, North Indian"
497,500.0,2.8,Awesome Biryani,No,No,"Takeaway, Delivery","Biryani, Fast Food, Mughlai"
498,300.0,3.7,Awesome Foods,Yes,No,Quick Bites,"Chinese, North Indian"
499,500.0,4.0,Axomi - Taste of Assam,Yes,No,Casual Dining,Assamese
500,950.0,3.7,Ayda Persian Kitchen,No,No,Casual Dining,"North Indian, Iranian"
501,250.0,3.4,Ayodhya Food Line,Yes,No,Quick Bites,"South Indian, North Indian, Fast Food, Chinese"
502,200.0,3.8,Ayodhya Sagara,Yes,No,Quick Bites,"Chinese, North Indian, South Indian"
503,200.0,4.3,Ayodhya Upachar,Yes,No,Quick Bites,"South Indian, North Indian, Chinese, Street Food"
504,300.0,,Ayush Reddy Tiffins & Fast Food Center,No,No,Quick Bites,"South Indian, Fast Food, Chinese"
505,700.0,3.8,Azimmo Treat,Yes,No,Casual Dining,"North Indian, Chinese"
506,500.0,2.8,Azura Restaurant,Yes,No,Casual Dining,"North Indian, Mughlai, Chinese, Arabian, Kerala"
507,1000.0,3.6,B & B The Pub,No,No,"Casual Dining, Bar","Asian, Continental"
508,700.0,4.2,B Bhagat Tarachand,Yes,Yes,Casual Dining,"North Indian, Chinese, Street Food, Beverages"
509,,,,,,,
510,500.0,3.6,B.M.W - Bhookh Mitaane Wala,Yes,No,Delivery,"North Indian, South Indian, Chinese"
511,500.0,3.5,B.M.W Bhookh Mitaane Wala,Yes,No,Quick Bites,"North Indian, South Indian, Chinese"
512,1100.0,3.9,B1,Yes,Yes,Pub,"Continental, Burger, Italian, Pizza, North Indian, Salad"
513,100.0,3.3,B2D Indori Dhaba,No,No,Quick Bites,North Indian
514,1200.0,3.5,B52 - Sports Bar,Yes,Yes,Bar,"Continental, American, Chinese, Finger Food"
515,500.0,3.7,Baahubelly,No,No,Casual Dining,"South Indian, North Indian"
516,850.0,4.6,Baar Union,No,Yes,"Bar, Pub","Continental, Finger Food, Asian, Chinese"
517,200.0,3.7,Baba Bhature,Yes,No,"Takeaway, Delivery",North Indian
518,1000.0,2.8,Baba Chatkora,No,No,Casual Dining,North Indian
519,650.0,3.6,Baba Da Dhaba,No,Yes,Casual Dining,North Indian
520,300.0,3.6,Baba Fattoosh,No,No,Delivery,North Indian
521,400.0,3.7,Baba Ka Dhaba,Yes,No,Quick Bites,North Indian
522,1500.0,4.0,BabaYaga's,No,Yes,"Bar, Casual Dining","American, Finger Food"
523,500.0,3.0,Babu Moshai,Yes,No,Quick Bites,"Fast Food, Bengali"
524,250.0,3.3,Bachelor's Special Biriyani,No,No,Quick Bites,"Biryani, North Indian, South Indian"
525,300.0,3.5,Bada Bing Burgers,Yes,No,Delivery,"Burger, Desserts"
526,600.0,3.8,Bademiyan Kebabs,Yes,No,Casual Dining,"Kebab, Hyderabadi, Biryani, Charcoal Chicken"
527,650.0,2.1,Bageecha,Yes,No,Casual Dining,"North Indian, Chinese"
528,750.0,4.0,Bahar Cafe,Yes,Yes,Casual Dining,"Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian"
529,500.0,3.8,Baisakhi,Yes,No,Casual Dining,North Indian
530,1100.0,4.2,Baithak,No,No,"Casual Dining, Bar","Continental, North Indian, Mughlai"
531,100.0,3.5,Bajji House,Yes,No,Quick Bites,Street Food
532,400.0,3.4,Bake a Smile,No,No,"Takeaway, Delivery","Bakery, Desserts"
533,500.0,4.0,Bake Addiction,Yes,No,Bakery,"Bakery, Desserts"
534,400.0,3.1,Bake and Fry,Yes,No,"Takeaway, Delivery","Fast Food, Sandwich"
535,400.0,3.5,Bake and Juice,Yes,No,Quick Bites,Fast Food
536,400.0,3.7,Bake Delite,Yes,No,"Bakery, Quick Bites","Bakery, Fast Food"
537,150.0,3.2,Bake Land,No,No,Bakery,Bakery
538,500.0,3.5,Bake N Joy,No,No,Dessert Parlor,"Bakery, Beverages"
539,250.0,3.2,Bake The Cake,Yes,No,"Bakery, Beverage Shop","Bakery, Fast Food, Beverages"
540,350.0,3.7,Bake-ooh,No,No,"Takeaway, Delivery",Bakery
541,200.0,3.7,Baker Ree,No,No,Delivery,"Bakery, Desserts"
542,400.0,2.8,Bakers 77,No,No,"Bakery, Quick Bites","Bakery, Fast Food"
543,200.0,3.5,Baker's Cafe,Yes,No,Bakery,"Bakery, Desserts"
544,200.0,3.9,Bakers Day,No,No,Bakery,"Bakery, Desserts"
545,550.0,3.3,Baker's Glove,Yes,No,"Bakery, Quick Bites","Desserts, Bakery"
546,300.0,3.9,Baker's Home,Yes,No,"Bakery, Dessert Parlor","Bakery, Desserts"
547,100.0,3.0,Bakers Paradise,No,No,"Bakery, Dessert Parlor","Bakery, Desserts, Beverages"
548,600.0,3.5,Bakers Town,Yes,No,Cafe,"Cafe, Continental, Fast Food"
549,,3.8,Bakers77,No,No,"Bakery, Quick Bites","Bakery, Fast Food"
550,200.0,3.3,Bakewalk,No,No,Bakery,"Bakery, Arabian"
551,850.0,3.5,Bakimo,No,No,Casual Dining,Continental
552,500.0,3.4,Bakingo,Yes,No,Bakery,"Bakery, Desserts"
553,550.0,3.4,Balaji Abhiruchi Multicuisine Restaurant,No,No,Casual Dining,"South Indian, North Indian, Chinese"
554,150.0,3.8,Balaji Bombay Vada Pav Gujrati Dalebi,Yes,No,Takeaway,"Street Food, Sandwich"
555,300.0,2.8,Balaji Hotel,Yes,No,Quick Bites,"South Indian, North Indian, Beverages"
556,400.0,3.3,Ballava,No,No,Quick Bites,"North Indian, South Indian"
557,500.0,3.6,Balle Balle Dhaba,Yes,No,Quick Bites,"North Indian, Chinese"
558,400.0,3.9,Balle-Licious Kitchen,Yes,No,Delivery,North Indian
559,3700.0,4.0,Baluchi - The Lalit Ashok Bangalore,No,Yes,Fine Dining,"North Indian, Kashmiri, Mughlai"
560,500.0,3.7,Bamboo Heights,No,No,Casual Dining,"Chinese, Fast Food, Continental"
561,1000.0,2.8,Bamboo Shades,Yes,No,Casual Dining,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian"
562,600.0,4.2,Bamey's Restro Cafe,Yes,No,Casual Dining,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos"
563,1300.0,3.7,Banana Beach Bar,Yes,Yes,Bar,"Continental, Chinese"
564,500.0,3.5,Banana Leaf,No,No,Casual Dining,Andhra
565,100.0,3.7,Banaras Sweet House,No,No,"Sweet Shop, Quick Bites","Mithai, Fast Food"
566,150.0,3.2,Banarasi Chat Centre,No,No,Quick Bites,Street Food
567,200.0,2.7,Banarasi Tadka,No,No,Quick Bites,North Indian
568,300.0,2.8,Banashankari Biriyani,No,No,Quick Bites,"Biryani, South Indian"
569,300.0,3.3,Banashankari Donne Biriyani,No,No,Quick Bites,"South Indian, Biryani"
570,300.0,3.6,Banashankari Nati Style,Yes,No,Quick Bites,South Indian
571,400.0,3.6,Banashankari Restaurant,Yes,No,Quick Bites,South Indian
572,1100.0,4.0,BanBay,No,No,Cafe,"Cafe, Modern Indian, Pizza, Burger, Desserts"
573,200.0,3.9,Banchharam,No,No,Quick Bites,"Street Food, Mithai"
574,3000.0,4.2,Bang - The Ritz-Carlton,No,Yes,Lounge,Finger Food
575,250.0,3.2,Bangali Babu Restaurant,No,No,Sweet Shop,"Mithai, Desserts, Fast Food"
576,600.0,3.0,Bangaliana,Yes,No,Casual Dining,Bengali
577,250.0,2.9,Bangalir Rannaghar,No,No,Quick Bites,"Bengali, North Indian, Chinese"
